"","id","title","date","abstract","topic"
"11","https://openalex.org/W2904704727","Understanding students’ engagement in MOOCs: An integration of self‐determination theory and theory of relationship quality","2019-11-01","Although Massive Open Online Courses (MOOCs) attract millions of people to enroll in their courses, the completion rate for most courses is very low. A majority of MOOCs students are not fully engaged in MOOCs, thus leading them to quit in the early stage of the courses. Therefore, it is important to investigate students' engagement in MOOCs. Drawing on self‐determination theory and the theory of relationship quality, this study proposes a model that conceptualizes the MOOCs engagement as consisting of psychological engagement and behavioral engagement and explores the antecedents of students' engagement in MOOCs. The research model is tested using data collected from 374 students of Chinese University MOOC. The results show that fulfillment of three basic psychological needs for autonomy, competence and relatedness have significant positive effects on intrinsic motivation, increasing students' psychological engagement in MOOCs. Relationship quality significantly predicts students' psychological engagement, and psychological engagement promotes behavioral engagement in MOOCs. Implications for research and practice as well as limitations of this study are discussed finally. [ABSTRACT FROM AUTHOR]","engagement"
"12","https://openalex.org/W2916462736","Teachers' ICT-related self-efficacy, job resources, and positive emotions: Their structural relations with autonomous motivation and work engagement","2019-06-01","Abstract Different variables related to information and communication technologies (ICT), such as digital self-efficacy for teaching, perceived institutional support for innovation, ICT positive emotions, and satisfaction with institutional support, are key factors in the teaching-learning process. The main purpose of this study is to analyze the structural relationships of these constructs with teachers' autonomous motivation and work engagement. Data were collected from 350 in-service secondary education teachers through a self-report questionnaire and were analyzed using a two-step Structural Equation Model (SEM) approach. After testing the adequacy of the measurement model, the structural model showed that all ICT-related variables significantly predicted autonomous motivation, with 26% of explained variance. ICT-related variables and autonomous motivation explained 69% of the variance of work engagement. Emotional variables also were predicted by digital self-efficacy and institutional support. Autonomous motivation and emotional variables mediated the effects of digital self-efficacy and support for innovation on work engagement. These results shed light on the critical role of these ICT-related variables for teachers’ work motivation and engagement.","engagement"
"13","https://openalex.org/W2952808019","What can moment-by-moment learning curves tell about students’ self-regulated learning?","2021-04-01","Many students in primary education learn arithmetic using adaptive learning technologies (ALTs) on tablets every day. Driven by developments in the emerging field of learning analytics, these technologies adjust problems based on learners' performance. Yet, until now it is largely unclear how students regulate their learning with ALTs. Hence, we explored how learners regulate their effort, accuracy and learning with an ALT using moment-by-moment learning curves. The results indicated that moment-by-moment learning curves did reflect students’ accuracy and learning, but no associations with effort were found. Immediate drops were associated with high prior knowledge and suboptimal learning. Immediate peaks were associated with robust learning and pointed to effective student regulation. Close multiple spikes showed moderate learning and lower initial levels of accuracy but, with system support, these students seemed able to regulate their learning. Separated multiple spikes indicated reduced learning and accuracy and potentially signal the inability of students to regulate their learning. In this light, moment-by-moment learning curves seem to be valuable indicators of accuracy regulation during learning with ALTs and could potentially be used in interventions to support SRL with personalized visualizations. • Children show differential effort and accuracy regulation while learning with ALTs. • Moment-by-moment learning curves are associated to childrens' accuracy and learning . • Moment-by-moment learning curves are indicative learners efficiency of regulation over time.","engagement"
"14","https://openalex.org/W2979597128","Teacher self-efficacy and burnout: Determining the directions of prediction through an autoregressive cross-lagged panel model.","2020-11-01","[Correction Notice: An Erratum for this article was reported online in Journal of Educational Psychology on Sep 17 2020 (see record 2020-70452-001). In the original article, one of the studies discussed (Praetorius et al., 2017), was incorrectly interpreted. The longitudinal study findings from Praetorius et al (2017) challenged the assumption that TSE may be an antecedent construct. When teachers’ stable inter-individual differences were taken into account, there were no significant cross-lagged effects from TSE to teaching quality (or vice versa).] It is often assumed that low levels of teacher self-efficacy (TSE) leads to negative outcomes, including burnout; however, the temporal order of the construct predictions has rarely been examined. We used an autoregressive cross-lagged panel design to examine whether TSE and burnout are concurrently associated with each other, whether TSE predicts future burnout levels, and/or whether burnout predicts future TSE levels. An initial sample of 3,002 Croatian teachers (82% female) from across three educational levels (i.e., elementary, middle, and secondary schools) with varying years of teaching experiences (M = 15.28, SD = 10.50) completed questionnaires on their levels of TSE and burnout (exhaustion and disengagement) at 3 time points (at approximately 6-month intervals). We found that burnout has a more prominent role in predicting future levels of TSE than TSE does in predicting future levels of burnout. These findings challenge the theoretical and empirical conceptualizations assuming that TSE is a predictor of burnout. Policies and interventions that focus on decreasing teacher burnout rather than increasing TSE levels may be best. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","engagement"
"15","https://openalex.org/W2517463003","Teachers’ psychological functioning in the workplace: Exploring the roles of contextual beliefs, need satisfaction, and personal characteristics.","2016-08-01","The purpose of the current study was to provide a greater depth of knowledge about teachers’ psychological functioning at work—including the contextual, basic psychological need satisfaction and personal factors relevant to this. We examined the extent to which perceived autonomy support predicts basic psychological need satisfaction and, in turn, whether need satisfaction predicts teachers’ perceptions of well-being, motivation, job satisfaction, and organizational commitment. Participants were 485 Canadian school teachers (76% female) who completed an online questionnaire. After confirming the measurement model with factor analysis, the hypothesized model was tested using structural equation modeling. Findings indicated that perceived autonomy support positively predicted need satisfaction, and, in turn, need satisfaction predicted the work-related perceptions. Of particular importance were the differing roles played by the basic psychological needs in predicting each of the work-related perceptions. Additional analyses revealed that well-being and motivation played key mediating roles in how need satisfaction was associated with job satisfaction (but less so with commitment) and that teachers’ personal characteristics played minor moderating roles in influencing how teachers’ workplace beliefs and perceptions were associated. Together, the study’s findings enable a greater depth of understanding about teachers’ psychological functioning at work, which is important for healthy teachers and effective teaching and learning. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","engagement"
"16","https://openalex.org/W3179818199","Exploring the relationship between students' learning satisfaction and self-efficacy during the emergency transition to remote learning amid the coronavirus pandemic: A cross-sectional study","2021-07-13","The overarching objective of this study was to assess learning satisfaction among students and to determine whether online-learning self-efficacy was associated with online learning satisfaction during the emergency transition to remote learning. This cross-sectional study involved a survey distributed to 22 Saudi Arabian universities. The survey used in this study consisted of an online learning self-efficacy (OLSE) questionnaire and an electronic learning (e-learning) satisfaction questionnaire. A total of 1,226 respondents voluntarily participated in and completed the survey. Students in medical fields made up 289 (23.6%). A Kruskal-Wallis H test and a chi-square test were used to compare the student's satisfaction based on the educational variables. Spearman's correlation and multiple linear regression analyses were performed to assess the association between self-efficacy and satisfaction. The findings revealed degrees of satisfaction ranging between high satisfaction and dissatisfaction. The majority of students (51%) expressed high satisfaction, and 599 students (49%) reported experiencing a low level of satisfaction with e-learning. A comparison of groups with low and high satisfaction scores revealed a significant difference in the OLSE. High satisfaction was positively correlated with the OLSE domains: time management, technology, and learning. The OLSE regression analysis model significantly predicted satisfaction. It showed that the model, corrected for education level and grade point average of the students, significantly predicted e-learning satisfaction (F = 8.04, R2 = 0.59, p = .004). The study concluded that students' satisfaction with the e-learning experience is influenced by e-learning self-efficacy. The study's findings lead to the practical implications and identify the need to improve the remote learning, time management and technology self-efficacy to enhance students' satisfaction.","engagement"
"17","https://openalex.org/W171883035","Interaction, Structure, Social Presence, and Satisfaction in Online Learning","2017-06-16","There have been various studies about interaction, structure, social presence and satisfaction in online learning; however, there is not any research which represents the relationships among these concepts. The purpose of this paper is to examine the relationship among these variables. The population of the study is involved 205 university students who enrolled bachelor degree completion program at the Ankara University. Structural equation modeling was used to test hypothesizes. The results of this study indicated that there is a negative correlation between the course structure and interaction dimensions defined by Moore in transactional distance theory. Secondly, online students‟ social presence was predicted positively by interaction and negatively by course structure. Furthermore, online learning satisfaction was predicted positively by social presence. Students are most satisfied when their social presences are high in the online learning.","engagement"
"18","https://openalex.org/W2916493831","Investigating the relationships among teachers’ motivational beliefs, motivational regulation, and their learning engagement in online professional learning communities","2019-06-01","Abstract This study investigated the relationships among teachers' motivational beliefs, motivational regulation, and their learning engagement in online professional learning communities. More importantly, teachers' online learning behaviors were collected and used as indicates of learning engagement. 520 teachers involved in a training program were surveyed. The results of regression analyses showed that teachers' perceived task value positively predicted their online learning engagement. Moreover, teachers' motivational regulation played a partial mediating role in the predicting power of perceived task value to learning engagement. In addition, the first half of the mediating path among perceived task value, motivational regulation, and learning engagement was moderated by teachers' self-efficacy. The moderating effect on motivational regulation was higher for teachers with a high sense of self-efficacy than those with a low sense of self-efficacy. Therefore, it was suggested to assign learning tasks that meet the needs of teachers and pay attention to the cultivation of teachers’ self-efficacy beliefs to increase their learning engagement in online professional learning communities. The limitations and the future research directions were discussed.","engagement"
"19","https://openalex.org/W3187233141","From top to bottom: How positions on different types of leaderboard may affect fully online student learning performance, intrinsic motivation, and course engagement","2021-11-01","Leaderboards, a key topic in the gamification literature, are often used to enhance student engagement and motivation through social comparison. Previous research has examined the overall effects of leaderboard versus a no leaderboard condition but paid less attention to how positions on different types of leaderboard may affect students' learning performance, intrinsic motivation, and course engagement. In the two studies, we exposed 50 postgraduate students from two fully online courses to two types of leaderboard (absolute and relative) and measured their learning performance, course engagement, intrinsic motivation, and perceptions. Results suggest that the absolute leaderboard helps intensify students’ sense of comparison and competitiveness more than the relative leaderboard. In the absolute leaderboard class, students at different positions showed similar levels of learning performance and course engagement, but a higher position was associated with higher intrinsic motivation. Conversely, in the relative leaderboard class, students ranked in the top third tended to display better learning performance than their peers in the lower two thirds did. Students who ranked in different positions showed similar levels of course engagement and intrinsic motivation for learning. Qualitative analyses based on a survey suggested that the students ranked in the bottom third preferred anonymous (vs public) comparison on an absolute leaderboard but favoured public (vs anonymous) comparison on a relative leaderboard. Most students reported positive attitude toward the use of leaderboards for sustaining comparison and competitiveness. • Examines two specific types of leaderboards: absolute and relative. • Examines the effects of positions on leaderboards on student learning performance. • Examines the effects of positions on leaderboards on student engagement and motivation. • Student preference of public or anonymous comparison depends on leaderboard type. • Provides practical guide for implementing two types of leaderboard.","engagement"
"20","https://openalex.org/W3212497878","A profile analysis of online assignment motivation: Combining achievement goal and expectancy-value perspectives","2022-02-01","Online assignment is a global and growing phenomenon in higher education that presents significant motivational challenges for many online students. Yet, little is known on the motivational beliefs of students towards online assignment, and none on how in combination they affect student behavior when it comes to online assignment. This present study aims to identify online assignment motivation profiles based on achievement goal theory (mastery- and performance-approach goals) and expectancy-value theory (expectancy and value components). Latent profile analysis (LPA) was used to examine if homogenous latent profiles exist within a sample of 612 college students in China. Our findings identified four distinct profiles: High Motivation , Moderate Motivation , Low Goal Orientation/Moderate Expectancy-Value , and Very High Goal Orientation/Very Low Expectancy-Value . Our findings further revealed that profile membership was associated with self-regulation of online assignment behavior, including handling distraction, arranging the environment, managing time, monitoring motivation, emotion management, and cognitive reappraisal. Finally, supplemental analyses showed the added benefit of integrating both achievement goal and expectancy-value theories when forming online assignment motivation profiles. These findings indicated the importance of promoting multiple motivational beliefs to better support self-regulation of online assignment behavior. The present study suggests that understanding online assignment motivation profiles can provide new insights into promoting an adaptive online learning environment and help online instructors enhance and sustain their students’ motivation with online assignment (e.g., to provide differentiated support based on the motivational needs of online students in each profile). • We identified four different online assignment motivation profiles. • Profile membership was related to self-regulation of online assignment behavior. • We found added benefits of integrating expectancy-value and achievement goal theories.","engagement"
"21","https://openalex.org/W4229010963","Online self‐regulated learning and academic procrastination: A moderated mediation model","2022-05-06","Online learning has recently replaced traditional offline learning as the mainstream learning model for Chinese college students owing to the COVID-19 pandemic. This study examined the relationship between online self-regulated learning and academic procrastination among 1149 Chinese undergraduates who participated in online learning. The effects of online self-regulated learning on academic procrastination and whether it was mediated by attention control and moderated by peer support were investigated. Mediation analyses revealed that attention control partially mediates online self-regulated learning and academic procrastination. Peer support moderated the direct effect of online self-regulated learning and the mediating effect of attention control on academic procrastination. Our findings provide important ways to reduce academic procrastination and mitigate the adverse impacts of online learning.","engagement"
"22","https://openalex.org/W4283782486","Academic self-efficacy, self-esteem, and grit in higher online education: Consistency of interests predicts academic success","2022-07-02","Abstract Academic self-efficacy, self-esteem, and grit (i.e., perseverance of effort and consistency of interests) have all separately shown to predict academic success within traditional education. In higher online education, information on these relationships is lacking, while this group of learners is growing in size and importance. We therefore investigated the total as well as the unique predictive value of academic self-efficacy, self-esteem, and grit on academic success in higher online education. Moreover, mediation effects were investigated. Students of a higher online education university in the Netherlands participated ( N = 2027, age 18–80 years) in this observational study. Participants filled out online questionnaires on the variables of interest and potential confounding variables at baseline. Academic success was measured objectively through information provided by the exam registration office and operationalized in three variables: exam attempt, study progress, and academic performance. Logistic regression analyses showed that consistency of interests significantly predicted exam attempt ( B = .43, p &lt; .001). Generalized multiple linear regression analyses with negative binomial distribution showed that consistency of interests was a significant predictor of study progress ( B = .16, p &lt; .001). Mixed model analyses revealed no significant predictors for academic performance ( p s &gt; .06). The fact that of our three predictors solely consistency of interests was found to be predictive for academic success indicates that online educational institutes should pay attention to consistency of interests of their students to improve the academic success rates.","engagement"
"23","https://openalex.org/W4298857996","The influence of teaching motivations on student engagement in an online learning environment in China","2022-10-02","Given the importance of student engagement for educational success, it is essential to explore how teachers can stimulate student engagement in online learning environment. However, relatively little research drawing from self-determination theory has examined the links between teaching motivations and student engagement. To this end, this study was conducted to survey 414 Chinese college students’ perceptions of teaching motivations, their own intrinsic and extrinsic motivations during the learning process, as well as their engagement with online learning. The findings indicated that the survey had satisfactory validity and internal consistency. Structural equation model revealed the interrelationships between autonomy-supportive teaching motivations, controlling teaching motivations, student intrinsic and extrinsic motivations, and student engagement. The results showed that in online learning environments, autonomy-supportive teaching motivations and student intrinsic motivation were positively related to student engagement. Unexpectedly, controlling teaching motivations and student extrinsic motivation had no significant effect on student engagement. Moreover, the mediating effects of student intrinsic motivation including perceived autonomy, competence, and relatedness offered a deeper understanding of the association between autonomy-supportive teaching motivations and student engagement. The main findings and practical implications together are discussed in depth. Implications for practice or policy: Teachers could adopt autonomy-supportive teaching strategies and stimulate students’ intrinsic motivation as they have shown to be positive factors for student engagement. Developers and educators could enhance student engagement through nurturing inner motivational resources in online learning environment. Researchers could verify more factors that influence student engagement and clarify how they could be manipulated in future studies.","engagement"
"24","https://openalex.org/W4308786840","Does an instructor's facial expressions override their body gestures in video lectures?","2022-11-01","While teaching, instructors will use unplanned, spontaneous facial expressions and body gestures to express their emotions. There is a growing consensus that an instructor's emotional expressions can trigger students' emotional and psychological responses, thus enhancing or inhibiting their learning in both face-to-face and online teaching contexts. However, little systematic research exists on which specific design features of an instructor's movements can induce emotions in video lectures. Three experiments were conducted in this study. Experiment 1 aimed to test the congruency/incongruency effects of an instructor's facial expressions (happy vs. bored) and body gestures (happy vs. bored) on student learning from video lectures in terms of students' emotions, motivation, cognitive load, and learning performance. Results of Experiment 1 showed that the instructor's happy facial expressions induced more positive emotions, enhanced motivation, and improved learning performance in students than the bored facial expressions, regardless of the instructor's body gestures. Experiment 2 sought to build upon the unexpected finding from Experiment 1 by increasing the frequency of body gestures, seeking evidence from both self-reports and eye movements. Results of Experiment 2 showed that the instructor's happy facial expressions enhanced students' learning performance when the instructor did not use body gestures, but not when they used increased body gestures. Experiment 3 was conducted to further expand upon findings from Experiment 1 and Experiment 2. Results of Experiment 3 confirmed the emotion-motivational and cognitive benefits of the instructor's happy facial expressions. The results have implications for designing features of instructors in video lectures: if instructors are visible, they should be encouraged to exhibit happy facial expressions, using body gestures less frequently or even avoid body gestures entirely. • An instructor's happy facial expressions induced students' more positive emotions, compared with the bored face. • An instructor's happy facial expressions enhanced students' motivation, compared with the bored facial expressions. • An instructor's happy facial expressions in isolation from body gestures directed students' more attention to the slides. • An instructor's happy facial expressions accompanied by less frequent or no body gestures improved learning performance.","engagement"
"25","https://openalex.org/W4284712490","Nursing Students’ Perceived Learning Outcomes, Motivation to Learn and Grade Achieved in a Digital Blended Learning Course: A Norwegian Cross-Sectional Study","2022-07-05","The COVID-19 pandemic forced educational institutions to move online, and it is important to understand how students perceive learning in a digital learning environment. We aimed to investigate students’ perceived learning outcomes in a digital learning environment and associations between perceived learning outcomes and grades achieved. An anonymous electronic survey was used (n = 230, response rate 34%). A significant linear relationship between overall perceived learning outcome and grade achieved was found (B 0.644, 95% CI 0.52 to 0.77). Of the different learning activities, attending digital seminars were positively associated with grades (B 0.163, 95% CI 0.002 to 0.32). In particular, participating in voluntary colloquium group (B 0.144, 95% CI 0.03 to 0.26) and motivation to learn (B 0.265, 95% CI 0.13 to 0.41) predicted the students’ grades. Intrinsic motivation was positively associated with grades (B 0.285, 95% CI 0.12 to 0.45), and extrinsic motivation was negatively associated with grades (B-0.213, 95% CI-0.35 to -0.07). Nursing students’ perceived learning outcomes and grades were positively associated. Of the different learning activities, attending digital seminars predicted higher grades. Additionally, attending colloquium groups and being motivated to learn predicted higher grades, while high extrinsic motivation was associated with lower grades.","engagement"
"26","https://openalex.org/W2914528157","What Do We Mean by Blended Learning?","2019-09-01","The term blended learning is used frequently, but there is ambiguity about what is meant. What do we mean by blended learning? What, how and why are we blending? In this paper different definitions, models and conceptualizations of blended learning and their implications are discussed. Inclusive definitions and models, and diverse conceptualizations, mean that essentially all types of education that include some aspect of face-to-face learning and online learning is described as blended learning in the literature. Blended learning has become an umbrella term. Blended learning is also used to describe other blends, such as combining different instructional methods, pedagogical approaches and technologies, although these blends are not aligned with influential blended learning definitions. Since blended learning has many meanings, it is important that researchers and practitioners carefully explain what blended learning means to them. It is also suggested that alternative, more descriptive terms, could be used as a complement or replacement to blended learning.","exploration"
"27","https://openalex.org/W2894183219","The impact of a flipped classroom approach on student learning experience","2019-01-01","Abstract In this paper we report on our evaluation of the impact of a flipped classroom approach on the learning experience of students undertaking an undergraduate biology course. The flipped sessions comprised pre-recorded lectures, online quizzes and in-class group activities in the course design. The success of the approach was evaluated on the basis of perceptions held by the course coordinator and students on how the new course design influenced the student learning experience. Data were collected through a student questionnaire and structured interviews with the course coordinator. Overall, the students reported a high degree of satisfaction with some elements of the flipped approach. However, some activities were less well regarded, with concerns identified by the course coordinator and students. A key finding was that elements from the model for student learning design presented in this article were correlated with student confidence, motivation and engagement. It was concluded that refinements of components of the flipped design, such as the pre-recorded lectures and the structure of the in-class sessions, may further enhance the student learning experience in this course.","exploration"
"28","https://openalex.org/W3088668021","Evaluating videoconferencing systems for the quality of the educational experience","2020-09-27","This study analyzed four widely used videoconferencing systems: Zoom, Skype, Microsoft Teams, and WhatsApp. Using experiential e-learning as the framework for analysis, this study examined the syst...","exploration"
"29","https://openalex.org/W2945397829","Student perceptions of online active learning practices and online learning climate predict online course engagement","2021-07-04","ABSTRACTStudent engagement in online courses may be more ambiguous, and complex to understand than in face-to-face (FtF) classrooms settings. Without regular FtF interaction, instructors may feel u...","exploration"
"30","https://openalex.org/W3114921587","Transitioning to the “new normal” of learning in unpredictable times: pedagogical practices and learning performance in fully online flipped classrooms","2020-12-21","The COVID-19 outbreak has compelled many universities to immediately switch to the online delivery of lessons. Many instructors, however, have found developing effective online lessons in a very short period of time very stressful and difficult. This study describes how we successfully addressed this crisis by transforming two conventional flipped classes into fully online flipped classes with the help of a cloud-based video conferencing app. As in a conventional flipped course, in a fully online flipped course students are encouraged to complete online pre-class work. But unlike in the conventional flipped approach, students do not subsequently meet face-to-face in physical classrooms, but rather online. This study examines the effect of fully online flipped classrooms on student learning performance in two stages. In Stage One, we explain how we drew on the 5E framework to design two conventional flipped classes. The 5E framework consists of five phases-Engage, Explore, Explain, Elaborate, and Evaluate. In Stage Two, we describe how we transformed the two conventional flipped classes into fully online flipped classes. Quantitative analyses of students' final course marks reveal that the participants in the fully online flipped classes performed as effectively as participants in the conventional flipped learning classes. Our qualitative analyses of student and staff reflection data identify seven good practices for videoconferencing-assisted online flipped classrooms.","exploration"
